Survey_ID,Transect,Stop,Tijd,Vogel,Aantal,,,,,,,,,,,,,,,,,,,,
31,2,1,4:46,Kleine karekiet,3,,,,,,,,,,,,,,,,,,,,
31,2,1,4:46,Rietgors,1,,,,,,,,,,,,,,,,,,,,
31,2,2,4:49,Rietgors,1,,,,,,,,,,,,,,,,,,,,
31,2,3,4:53,Snor,1,,,,,,,,,,,,,,,,,,,,
31,2,3,4:53,Kleine karekiet,1,,,,,,,,,,,,,,,,,,,,
31,2,3,4:53,Rietgors,1,,,,,,,,,,,,,,,,,,,,
31,2,4,5:00,Kleine karekiet,1,,,,,,,,,,,,,,,,,,,,
31,2,5,5:02,Snor,1,,,,,,,,,,,,,,,,,,,,
31,2,5,5:02,Rietzanger,1,,,,,,,,,,,,,,,,,,,,
31,2,5,5:02,Kuifeend,1,,,,,,,,,,,,,,,,,,,,
31,2,6,5:06,Rietgors,2,,,,,,,,,,,,,,,,,,,,
31,2,6,5:06,Kleine karekiet,1,,,,,,,,,,,,,,,,,,,,
31,2,7,5:14,,,,,,,,,,,,,,,,,,,,,,
31,2,8,5:18,,,,,,,,,,,,,,,,,,,,,,
31,2,9,5:21,Rietzanger,2,,,,,,,,,,,,,,,,,,,,
