Plotnaam,Plotjes,Soorten,Ronde,X-Rechts,Y-Rechts,X-Links,Y-Links,Datum,Temperatuur,Bewolking,Neerslag,Categorie,Dichtheid,Bedekking
Rijnstrangen,3,Liesgras,Ronde_2,51.90919,6.03685,51.90923,6.03687,29/05/20,19,0,0,,,
Rijnstrangen,3,Grote egelskop,Ronde_2,51.90919,6.03685,51.90923,6.03687,29/05/20,19,0,0,,,
Rijnstrangen,3,Mattebies,Ronde_2,51.90919,6.03685,51.90923,6.03687,29/05/20,19,0,0,,,
Rijnstrangen,3,Ruwebies,Ronde_2,51.90919,6.03685,51.90923,6.03687,29/05/20,19,0,0,,,
Rijnstrangen,3,Waterlelie SP,Ronde_2,51.90919,6.03685,51.90923,6.03687,29/05/20,19,0,0,,,
Rijnstrangen,4,Riet,Ronde_2,51.89779,6.0488,51.8978,6.04482,29/05/20,19,0,0,3,Random,0.5
Rijnstrangen,4,Lisdodde,Ronde_2,51.89779,6.0488,51.8978,6.04482,29/05/20,19,0,0,,,
Rijnstrangen,4,Witte waterlelie,Ronde_2,51.89779,6.0488,51.8978,6.04482,29/05/20,19,0,0,,,
Rijnstrangen,4,Rietgras,Ronde_2,51.89779,6.0488,51.8978,6.04482,29/05/20,19,0,0,+,Few individuals,0.05
Rijnstrangen,4,Liesgras,Ronde_2,51.89779,6.0488,51.8978,6.04482,29/05/20,19,0,0,,,
Rijnstrangen,4,Grote egelskop,Ronde_2,51.89779,6.0488,51.8978,6.04482,29/05/20,19,0,0,,,
Rijnstrangen,4,Mattebies,Ronde_2,51.89779,6.0488,51.8978,6.04482,29/05/20,19,0,0,,,
Rijnstrangen,4,Ruwebies,Ronde_2,51.89779,6.0488,51.8978,6.04482,29/05/20,19,0,0,,,
Rijnstrangen,4,Waterlelie SP,Ronde_2,51.89779,6.0488,51.8978,6.04482,29/05/20,19,0,0,,,
Rijnstrangen,5,Riet,Ronde_2,51.89554,6.09155,51.89557,6.09153,29/05/20,19,0,0,4,Random,0.6
Rijnstrangen,5,Lisdodde,Ronde_2,51.89554,6.09155,51.89557,6.09153,29/05/20,19,0,0,,,
Rijnstrangen,5,Witte waterlelie,Ronde_2,51.89554,6.09155,51.89557,6.09153,29/05/20,19,0,0,,,
Rijnstrangen,5,Rietgras,Ronde_2,51.89554,6.09155,51.89557,6.09153,29/05/20,19,0,0,2,Random,0.25
Rijnstrangen,5,Liesgras,Ronde_2,51.89554,6.09155,51.89557,6.09153,29/05/20,19,0,0,,,
Rijnstrangen,5,Grote egelskop,Ronde_2,51.89554,6.09155,51.89557,6.09153,29/05/20,19,0,0,,,
Rijnstrangen,5,Mattebies,Ronde_2,51.89554,6.09155,51.89557,6.09153,29/05/20,19,0,0,,,
Rijnstrangen,5,Ruwebies,Ronde_2,51.89554,6.09155,51.89557,6.09153,29/05/20,19,0,0,,,
Rijnstrangen,5,Waterlelie SP,Ronde_2,51.89554,6.09155,51.89557,6.09153,29/05/20,19,0,0,,,
Rijnstrangen,6,Riet,Ronde_2,51.89783,6.09595,51.8978,6.09595,29/05/20,19,0,0,3,Random,0.4
Rijnstrangen,6,Lisdodde,Ronde_2,51.89783,6.09595,51.8978,6.09595,29/05/20,19,0,0,,,
Rijnstrangen,6,Witte waterlelie,Ronde_2,51.89783,6.09595,51.8978,6.09595,29/05/20,19,0,0,,,
Rijnstrangen,6,Rietgras,Ronde_2,51.89783,6.09595,51.8978,6.09595,29/05/20,19,0,0,,,
Rijnstrangen,6,Liesgras,Ronde_2,51.89783,6.09595,51.8978,6.09595,29/05/20,19,0,0,,,
Rijnstrangen,6,Grote egelskop,Ronde_2,51.89783,6.09595,51.8978,6.09595,29/05/20,19,0,0,,,
Rijnstrangen,6,Mattebies,Ronde_2,51.89783,6.09595,51.8978,6.09595,29/05/20,19,0,0,,,
Rijnstrangen,6,Ruwebies,Ronde_2,51.89783,6.09595,51.8978,6.09595,29/05/20,19,0,0,,,
Rijnstrangen,6,Waterlelie SP,Ronde_2,51.89783,6.09595,51.8978,6.09595,29/05/20,19,0,0,3,Random,0.3
