Area,Stop,Round,Year,Month,Day,Time,Species (ger/lat),Species (eng/lat),Amount,Behavioural code,Comment
DS2,0,5,2021,6,25,9:30 beginning,Knäkente (Anas querquedula),,1,1,"seen, ♀"
DS2,0,5,2021,6,25,9:30 beginning,Teichrohrsänger (Acrocephalus scirpaceus),,1,2,acoustic
DS2,0,5,2021,6,25,9:30 beginning,Wiesenpieper (Anthus pratensis),,1,2,seen
DS2,200,5,2021,6,25,9:30 beginning,Kiebitz (Vanellus vanellus),,4,2,seen
DS2,200,5,2021,6,25,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),,3,2,acoustic
DS2,200,5,2021,6,25,9:30 beginning,Feldlerche (Alauda arvensis),,2,2,acoustic
DS2,200,5,2021,6,25,9:30 beginning,Schafstelze (Motacilla flava),,2,2,acoustic
DS2,200,5,2021,6,25,9:30 beginning,Wiesenpieper (Anthus pratensis),,1,2,acoustic
DS2,400,5,2021,6,25,9:30 beginning,Feldlerche (Alauda arvensis),,1+1,2,"1 acoustic, 1 seen"
DS2,400,5,2021,6,25,9:30 beginning,Schafstelze (Motacilla flava),,2,2,acoustic
DS2,400,5,2021,6,25,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),,2,2,acoustic
DS2,400,5,2021,6,25,9:30 beginning,Wiesenpieper (Anthus pratensis),,1,2,acoustic
DS2,400,5,2021,6,25,9:30 beginning,Kiebitz (Vanellus vanellus),,2,2,acoustic
DS2,600,5,2021,6,25,9:30 beginning,Dorngrasmücke (Sylvia communis),,1,1,seen
DS2,600,5,2021,6,25,9:30 beginning,Sumpfrohrsänger (Acrocephalus palustris,,1,2,acoustic
DS2,600,5,2021,6,25,9:30 beginning,Kiebitz (Vanellus vanellus),,1,7,seen
DS2,600,5,2021,6,25,9:30 beginning,Feldlerche (Alauda arvensis),,2,2,acoustic
DS2,600,5,2021,6,25,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),,2,2,acoustic
DS2,600,5,2021,6,25,9:30 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),,1,2,seen
DS2,600,5,2021,6,25,9:30 beginning,Schafstelze (Motacilla flava),,2,2,acoustic
DS2,800,5,2021,6,25,9:30 beginning,Wiesenpieper (Anthus pratensis),,1,2,seen
DS2,800,5,2021,6,25,9:30 beginning,Feldlerche (Alauda arvensis),,2,2,acoustic
DS2,800,5,2021,6,25,9:30 beginning,Schafstelze (Motacilla flava),,3,2,acoustic
DS2,1000,5,2021,6,25,10:20 end,Löffelente (Spatula clypeataI),,1,10,"seen, ♀"
DS2,1000,5,2021,6,25,10:20 end,Feldlerche (Alauda arvensis),,3,2,acoustic
DS2,1000,5,2021,6,25,10:20 end,Schafstelze (Motacilla flava),,3+1,2,"3 acoustic, 1 seen"
DS2,1000,5,2021,6,25,10:20 end,Dorngrasmücke (Sylvia communis),,1,2,acoustic
