Area,Stop,Round,Year,Month,Day,Time,Species (ger/lat),Species lat,Amount,Behavioural code,Comment
DS1,1000,5,2021,6,25,11:12 end,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,2,seen
DS2,0,1,2021,5,9,3:42 beginning,Graugans (Anser anser) ,Anser anser,>2,1,acoustic
DS2,0,1,2021,5,9,3:42 beginning,Blässhuhn (Fulica atra),Fulica atra,1,2,acoustic
DS2,0,1,2021,5,9,3:42 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,2,acoustic
DS2,200,1,2021,5,9,3:42 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,400,1,2021,5,9,3:42 beginning,Bekassine (Gallinago gallinago),Gallinago gallinago,2,2,acoustic
DS2,400,1,2021,5,9,3:42 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,2,acoustic
DS2,400,1,2021,5,9,3:42 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,1,2,acoustic
DS2,600,1,2021,5,9,3:42 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,2,2,acoustic
DS2,600,1,2021,5,9,3:42 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,1,2,acoustic
DS2,600,1,2021,5,9,3:42 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,2,acoustic
DS2,600,1,2021,5,9,3:42 beginning,Teichrohrsänger (Acrocephalus scirpaceus),Acrocephalus scirpaceus,3,2,acoustic
DS2,600,1,2021,5,9,3:42 beginning,Feldschwirl (Locustella naevia),Locustella naevia,1,2,acoustic
DS2,600,1,2021,5,9,3:42 beginning,Bekassine (Gallinago gallinago),Gallinago gallinago,1,2,acoustic
DS2,800,1,2021,5,9,3:42 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,2,acoustic
DS2,800,1,2021,5,9,3:42 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,2,2,acoustic
DS2,800,1,2021,5,9,3:42 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,2,2,acoustic
DS2,800,1,2021,5,9,3:42 beginning,Kuckuck (Cuculus canorus),Cuculus canorus,1,2,acoustic
DS2,1000,1,2021,5,9,4:23 end,Feldlerche (Alauda arvensis),Alauda arvensis,3,2,acoustic
DS2,1000,1,2021,5,9,4:23 end,Stockente (Anas platyrhynchos),Anas platyrhynchos,1,7,acoustic
DS2,1000,1,2021,5,9,4:23 end,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,2,acoustic
DS2,1000,1,2021,5,9,4:23 end,Feldschwirl (Locustella naevia),Locustella naevia,1,2,acoustic
DS2,0,2,2021,5,29,3:24 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,2,acoustic
DS2,0,2,2021,5,29,3:24 beginning,Blässhuhn (Fulica atra),Fulica atra,1,1,acoustic
DS2,0,2,2021,5,29,3:24 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,2,2,acoustic
DS2,0,2,2021,5,29,3:24 beginning,Graugans (Anser anser) ,Anser anser,1+,1,acoustic
DS2,0,2,2021,5,29,3:24 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,1,1,acoustic
DS2,0,2,2021,5,29,3:24 beginning,Kuckuck (Cuculus canorus),Cuculus canorus,1,2,acoustic
DS2,200,2,2021,5,29,3:24 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,3,2,acoustic
DS2,200,2,2021,5,29,3:24 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,2,1,acoustic
DS2,200,2,2021,5,29,3:24 beginning,Löffelente (Spatula clypeataI),Spatula clypeataI,1,1,acoustic
DS2,200,2,2021,5,29,3:24 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,200,2,2021,5,29,3:24 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,2,acoustic
DS2,200,2,2021,5,29,3:24 beginning,Wachtel (Coturnix coturnix),Coturnix coturnix,1,2,acoustic
DS2,200,2,2021,5,29,3:24 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,1,2,acoustic
DS2,400,2,2021,5,29,3:24 beginning,Feldschwirl (Locustella naevia),Locustella naevia,2,2,acoustic
DS2,400,2,2021,5,29,3:24 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,3,2,acoustic
DS2,400,2,2021,5,29,3:24 beginning,Bekassine (Gallinago gallinago),Gallinago gallinago,1,2,acoustic
DS2,400,2,2021,5,29,3:24 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,1,2,acoustic
DS2,400,2,2021,5,29,3:24 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,1,1,acoustic
DS2,400,2,2021,5,29,3:24 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,400,2,2021,5,29,3:24 beginning,Sumpfrohrsänger ? (Acrocephalus palustris,#VALUE!,1,2,acoustic
DS2,600,2,2021,5,29,3:24 beginning,Feldschwirl (Locustella naevia),Locustella naevia,2,2,acoustic
DS2,600,2,2021,5,29,3:24 beginning,Bekassine (Gallinago gallinago),Gallinago gallinago,1,2,acoustic
DS2,600,2,2021,5,29,3:24 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,2,acoustic
DS2,600,2,2021,5,29,3:24 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,600,2,2021,5,29,3:24 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,1,2,acoustic
DS2,600,2,2021,5,29,3:24 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,1,2,acoustic
DS2,800,2,2021,5,29,3:24 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,3,2,acoustic
DS2,800,2,2021,5,29,3:24 beginning,Wachtel (Coturnix coturnix),Coturnix coturnix,1,2,acoustic
DS2,800,2,2021,5,29,3:24 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,800,2,2021,5,29,3:24 beginning,Bekassine (Gallinago gallinago),Gallinago gallinago,1,2,acoustic
DS2,800,2,2021,5,29,3:24 beginning,Schafstelze (Motacilla flava),Motacilla flava,1,2,acoustic
DS2,800,2,2021,5,29,3:24 beginning,Kuckuck (Cuculus canorus),Cuculus canorus,1,2,acoustic
DS2,1000,2,2021,5,29,4:16 end,Wachtel (Coturnix coturnix),Coturnix coturnix,1,2,acoustic
DS2,1000,2,2021,5,29,4:16 end,Löffelente (Spatula clypeataI),Spatula clypeataI,1,1,acoustic
DS2,1000,2,2021,5,29,4:16 end,Blässhuhn (Fulica atra),Fulica atra,1,1,acoustic
DS2,1000,2,2021,5,29,4:16 end,Bekassine (Gallinago gallinago),Gallinago gallinago,1,1,acoustic
DS2,1000,2,2021,5,29,4:16 end,Feldlerche (Alauda arvensis),Alauda arvensis,2,2,acoustic
DS2,0,3,2021,6,10,3:28 beginning,Sumpfrohrsänger (Acrocephalus palustris,#VALUE!,1,2,acoustic
DS2,0,3,2021,6,10,3:28 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,2,acoustic
DS2,0,3,2021,6,10,3:28 beginning,Kuckuck (Cuculus canorus),Cuculus canorus,1,2,acoustic
DS2,0,3,2021,6,10,3:28 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,1,2,acoustic
DS2,0,3,2021,6,10,3:28 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,2,2,acoustic
DS2,0,3,2021,6,10,3:28 beginning,Bekassine (Gallinago gallinago),Gallinago gallinago,1,2,acoustic
DS2,0,3,2021,6,10,3:28 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,1,2,acoustic
DS2,0,3,2021,6,10,3:28 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,200,3,2021,6,10,3:28 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,2,acoustic
DS2,200,3,2021,6,10,3:28 beginning,Blässhuhn (Fulica atra),Fulica atra,3,2,acoustic
DS2,200,3,2021,6,10,3:28 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,2,2,acoustic
DS2,200,3,2021,6,10,3:28 beginning,Bekassine (Gallinago gallinago),Gallinago gallinago,1,2,acoustic
DS2,200,3,2021,6,10,3:28 beginning,Kuckuck (Cuculus canorus),Cuculus canorus,1,2,acoustic
DS2,200,3,2021,6,10,3:28 beginning,Tüpfelsumpfhuhn (Porzana porzana),Porzana porzana,1,2,acoustic
DS2,400,3,2021,6,10,3:28 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,2,2,acoustic
DS2,400,3,2021,6,10,3:28 beginning,Sumpfrohrsänger (Acrocephalus palustris,#VALUE!,2,2,acoustic
DS2,400,3,2021,6,10,3:28 beginning,Bekassine (Gallinago gallinago),Gallinago gallinago,1,2,acoustic
DS2,400,3,2021,6,10,3:28 beginning,Kuckuck (Cuculus canorus),Cuculus canorus,1,2,acoustic
DS2,400,3,2021,6,10,3:28 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,2,acoustic
DS2,400,3,2021,6,10,3:28 beginning,Tüpfelsumpfhuhn (Porzana porzana),Porzana porzana,1,2,acoustic
DS2,400,3,2021,6,10,3:28 beginning,Rotschenkel (Tringa totanus),Tringa totanus,1,2,acoustic
DS2,400,3,2021,6,10,3:28 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,600,3,2021,6,10,3:28 beginning,Tüpfelsumpfhuhn (Porzana porzana),Porzana porzana,1,2,acoustic
DS2,600,3,2021,6,10,3:28 beginning,Feldschwirl (Locustella naevia),Locustella naevia,1,2,acoustic
DS2,600,3,2021,6,10,3:28 beginning,Schafstelze (Motacilla flava),Motacilla flava,3,2,acoustic
DS2,600,3,2021,6,10,3:28 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,2,2,acoustic
DS2,600,3,2021,6,10,3:28 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,1,2,acoustic
DS2,600,3,2021,6,10,3:28 beginning,Blaukehlchen (Luscinia svecica),Luscinia svecica,1,2,acoustic
DS2,600,3,2021,6,10,3:28 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,1,2,acoustic
DS2,800,3,2021,6,10,3:28 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,1,2,acoustic
DS2,800,3,2021,6,10,3:28 beginning,Blässhuhn (Fulica atra),Fulica atra,1,2,acoustic
DS2,800,3,2021,6,10,3:28 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,1,2,acoustic
DS2,800,3,2021,6,10,3:28 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,1000,3,2021,6,10,4:09 end,Schafstelze (Motacilla flava),Motacilla flava,2,2,acoustic
DS2,1000,3,2021,6,10,4:09 end,Blässhuhn (Fulica atra),Fulica atra,3,2,acoustic
DS2,1000,3,2021,6,10,4:09 end,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,2,2,acoustic
DS2,1000,3,2021,6,10,4:09 end,Kuckuck (Cuculus canorus),Cuculus canorus,1,2,acoustic
DS2,1000,3,2021,6,10,4:09 end,Feldlerche (Alauda arvensis),Alauda arvensis,3,2,acoustic
DS2,0,4,2021,6,17,9:30 beginning,Dorngrasmücke (Sylvia communis),Sylvia communis,1,2,seen
DS2,0,4,2021,6,17,9:30 beginning,Dorngrasmücke (Sylvia communis),Sylvia communis,1,14,"seen, ♀ "
DS2,0,4,2021,6,17,9:30 beginning,Knäkente (Anas querquedula),Anas querquedula,1,7,"seen, ♀ "
DS2,0,4,2021,6,17,9:30 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,5,1,seen
DS2,0,4,2021,6,17,9:30 beginning,Löffelente (Spatula clypeataI),Spatula clypeataI,1,1,"seen, ♀ "
DS2,0,4,2021,6,17,9:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,2,2,acoustic
DS2,0,4,2021,6,17,9:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,10,7,seen
DS2,0,4,2021,6,17,9:30 beginning,Kuckuck (Cuculus canorus),Cuculus canorus,1,2,acoustic
DS2,0,4,2021,6,17,9:30 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,0,4,2021,6,17,9:30 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,1,2,seen
DS2,200,4,2021,6,17,9:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,7,seen
DS2,200,4,2021,6,17,9:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,2,seen
DS2,200,4,2021,6,17,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,1,2,"seen, ♂"
DS2,200,4,2021,6,17,9:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,2,2,acoustic
DS2,200,4,2021,6,17,9:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,2,2,acoustic
DS2,200,4,2021,6,17,9:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,1,1,seen
DS2,200,4,2021,6,17,9:30 beginning,Dorngrasmücke (Sylvia communis),Sylvia communis,1,2,acoustic
DS2,400,4,2021,6,17,9:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,1+2,2,"1 acoustic, 2 seen"
DS2,400,4,2021,6,17,9:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,4,2,seen
DS2,400,4,2021,6,17,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,2,2,"seen, ♂"
DS2,600,4,2021,6,17,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,3,2,acoustic
DS2,600,4,2021,6,17,9:30 beginning,Teichrohrsänger (Acrocephalus scirpaceus),Acrocephalus scirpaceus,1,2,acoustic
DS2,600,4,2021,6,17,9:30 beginning,Sumpfrohrsänger (Acrocephalus palustris,#VALUE!,1,2,acoustic
DS2,600,4,2021,6,17,9:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,3,2,acoustic
DS2,600,4,2021,6,17,9:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,2,2,acoustic
DS2,800,4,2021,6,17,9:30 beginning,Dorngrasmücke (Sylvia communis),Sylvia communis,1,2,seen
DS2,800,4,2021,6,17,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,2,2,acoustic
DS2,800,4,2021,6,17,9:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,2,2,acoustic
DS2,800,4,2021,6,17,9:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,1,seen
DS2,800,4,2021,6,17,9:30 beginning,Kuckuck (Cuculus canorus),Cuculus canorus,1,2,acoustic
DS2,800,4,2021,6,17,9:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,2+1,2,"2 acoustic, 1 seen"
DS2,1000,4,2021,6,17,10:25 end,Löffelente (Spatula clypeataI),Spatula clypeataI,1,10,"seen, ♀ "
DS2,1000,4,2021,6,17,10:25 end,Feldlerche (Alauda arvensis),Alauda arvensis,2+1,2,"2 acoustic, 1 seen"
DS2,1000,4,2021,6,17,10:25 end,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,1,2,acoustic
DS2,1000,4,2021,6,17,10:25 end,Schafstelze (Motacilla flava),Motacilla flava,2+2,2,"2 acoustic, 2 seen"
DS2,1000,4,2021,6,17,10:25 end,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS2,0,5,2021,6,25,9:30 beginning,Sumpfrohrsänger (Acrocephalus palustris,#VALUE!,1,2,seen
DS2,0,5,2021,6,25,9:30 beginning,Löffelente (Spatula clypeataI),Spatula clypeataI,1,1,"seen, 1 ♀ + 6 juvenile"
DS2,0,5,2021,6,25,9:30 beginning,Knäkente (Anas querquedula),Anas querquedula,1,1,"seen, ♀"
DS2,0,5,2021,6,25,9:30 beginning,Teichrohrsänger (Acrocephalus scirpaceus),Acrocephalus scirpaceus,1,2,acoustic
DS2,0,5,2021,6,25,9:30 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,1,2,seen
DS2,200,5,2021,6,25,9:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,4,2,seen
DS2,200,5,2021,6,25,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,3,2,acoustic
DS2,200,5,2021,6,25,9:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,2,2,acoustic
DS2,200,5,2021,6,25,9:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,2,2,acoustic
DS2,200,5,2021,6,25,9:30 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,1,2,acoustic
DS2,400,5,2021,6,25,9:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,1+1,2,"1 acoustic, 1 seen"
DS2,400,5,2021,6,25,9:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,2,2,acoustic
DS2,400,5,2021,6,25,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,2,2,acoustic
DS2,400,5,2021,6,25,9:30 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,1,2,acoustic
DS2,400,5,2021,6,25,9:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,2,acoustic
DS2,600,5,2021,6,25,9:30 beginning,Dorngrasmücke (Sylvia communis),Sylvia communis,1,1,seen
DS2,600,5,2021,6,25,9:30 beginning,Sumpfrohrsänger (Acrocephalus palustris,#VALUE!,1,2,acoustic
DS2,600,5,2021,6,25,9:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,7,seen
DS2,600,5,2021,6,25,9:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,2,2,acoustic
DS2,600,5,2021,6,25,9:30 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,2,2,acoustic
DS2,600,5,2021,6,25,9:30 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,1,2,seen
DS2,600,5,2021,6,25,9:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,2,2,acoustic
DS2,800,5,2021,6,25,9:30 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,1,2,seen
DS2,800,5,2021,6,25,9:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,2,2,acoustic
DS2,800,5,2021,6,25,9:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,3,2,acoustic
DS2,1000,5,2021,6,25,10:20 end,Löffelente (Spatula clypeataI),Spatula clypeataI,1,10,"seen, ♀"
DS2,1000,5,2021,6,25,10:20 end,Feldlerche (Alauda arvensis),Alauda arvensis,3,2,acoustic
DS2,1000,5,2021,6,25,10:20 end,Schafstelze (Motacilla flava),Motacilla flava,3+1,2,"3 acoustic, 1 seen"
DS2,1000,5,2021,6,25,10:20 end,Dorngrasmücke (Sylvia communis),Sylvia communis,1,2,acoustic
AT1,0,1,2022,3,24,06:20 beginning,Höckerschwan (Cygnus olor),Cygnus olor,1,1,seen
AT1,100,1,2022,3,24,06:20 beginning,Rotkelchen (Erithacus rubecula),Erithacus rubecula,1,2,seen
AT1,100,1,2022,3,24,06:20 beginning,Kranich (Grus grus),Grus grus,2,3,seen
AT1,100,1,2022,3,24,06:20 beginning,Graugans (Anser anser) ,Anser anser,2,3,seen
AT1,200,1,2022,3,24,06:20 beginning,Graugans (Anser anser) ,Anser anser,10,3,"seen, pairs"
AT1,300,1,2022,3,24,06:20 beginning,Graugans (Anser anser) ,Anser anser,2,3,"seen, pair"
AT1,400,1,2022,3,24,06:20 beginning,Höckerschwan (Cygnus olor),Cygnus olor,2,15,"seen, pair "
AT1,500,1,2022,3,24,06:20 beginning,Zitronenstelze (Motacilla citreola),Motacilla citreola,1,1,seen
AT1,500,1,2022,3,24,06:20 beginning,Silberreiher (Ardea alba),Ardea alba,1,1,seen
AT1,500,1,2022,3,24,06:20 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,2,1,"seen, pair"
AT1,500,1,2022,3,24,06:20 beginning,Kormoran (Phalacrocorax carbo),Phalacrocorax carbo,1,1,seen
AT1,600,1,2022,3,24,06:20 beginning,Kanadagans (Branta canadensis),Branta canadensis,2,1,seen
AT1,600,1,2022,3,24,06:20 beginning,Kormoran (Phalacrocorax carbo),Phalacrocorax carbo,3,1,seen
AT1,700,1,2022,3,24,06:20 beginning,x,#VALUE!,,,
AT1,800,1,2022,3,24,06:20 beginning,Rotkelchen (Erithacus rubecula),Erithacus rubecula,1,2,acoustic
AT1,800,1,2022,3,24,06:20 beginning,Reiherente (Aythya fuligula),Aythya fuligula,2,1,pair
AT1,900,1,2022,3,24,06:20 beginning,x,#VALUE!,,,
AT1,1000,1,2022,3,24,06:20 beginning,Kormoran (Phalacrocorax carbo),Phalacrocorax carbo,1,1,seen
AT1,0,2,2022,4,7,8:05 beginning,x,#VALUE!,,,
AT1,100,2,2022,4,7,8:05 beginning,Rotmilan (Milvus milvus),Milvus milvus,1,1,seen
AT1,200,2,2022,4,7,8:05 beginning,Graugans (Anser anser) ,Anser anser,2,3,seen
AT1,200,2,2022,4,7,8:05 beginning,Weißstorch (Ciconia ciconia) ,Ciconia ciconia,2,3,"seen, pair"
AT1,300,2,2022,4,7,8:05 beginning,Kranich (Grus grus),Grus grus,2,1,seen
AT1,300,2,2022,4,7,8:05 beginning,Kormoran (Phalacrocorax carbo),Phalacrocorax carbo,1,2,seen
AT1,300,2,2022,4,7,8:05 beginning,Fischadler (Pandion haliaetus),Pandion haliaetus,3,2,seen
AT1,400,2,2022,4,7,8:05 beginning,Höckerschwan (Cygnus olor),Cygnus olor,2,2,seen
AT1,400,2,2022,4,7,8:05 beginning,Graugans (Anser anser) ,Anser anser,4,3,seen
AT1,400,2,2022,4,7,8:05 beginning,Turmfalke (Falco tinnunculus),Falco tinnunculus,1,1,seen
AT1,500,2,2022,4,7,8:05 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,3,1,seen
AT1,600,2,2022,4,7,8:05 beginning,Rotmilan (Milvus milvus),Milvus milvus,1,1,seen
AT1,700,2,2022,4,7,8:05 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,3,3.1,"2 males, 1 female"
AT1,800,2,2022,4,7,8:05 beginning,x,#VALUE!,,,
AT1,900,2,2022,4,7,8:05 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,2,3,seen
AT1,1000,2,2022,4,7,8:05 beginning,Graugans (Anser anser) ,Anser anser,2,3,seen
AT1,1000,2,2022,4,7,8:05 beginning,Graureiher (Ardea cinerea),Ardea cinerea,1,1,seen
AT1,0,3,2022,4,28,7:20 beginning,x,#VALUE!,,,
AT1,100,3,2022,4,28,7:20 beginning,Höckerschwan (Cygnus olor),Cygnus olor,1,1,seen
AT1,100,3,2022,4,28,7:20 beginning,Reiherente (Aythya fuligula),Aythya fuligula,2,3,"seen, pair"
AT1,100,3,2022,4,28,7:20 beginning,Blässhuhn (Fulica atra),Fulica atra,1,1,seen
AT1,200,3,2022,4,28,7:20 beginning,Rotmilan (Milvus milvus),Milvus milvus,1,1,seen
AT1,200,3,2022,4,28,7:20 beginning,Graugans (Anser anser) ,Anser anser,2,3,seen
AT1,200,3,2022,4,28,7:20 beginning,Silberreiher (Ardea alba),Ardea alba,2,3,seen
AT1,200,3,2022,4,28,7:20 beginning,Graureiher (Ardea cinerea),Ardea cinerea,2,3,seen
AT1,300,3,2022,4,28,7:20 beginning,Höckerschwan (Cygnus olor),Cygnus olor,1,1,seen
AT1,400,3,2022,4,28,7:20 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,2,3,seen
AT1,400,3,2022,4,28,7:20 beginning,Graureiher (Ardea cinerea),Ardea cinerea,3,3.1,seen
AT1,500,3,2022,4,28,7:20 beginning,x,#VALUE!,,,
AT1,600,3,2022,4,28,7:20 beginning,Silberreiher (Ardea alba),Ardea alba,1,1,seen
AT1,600,3,2022,4,28,7:20 beginning,Kranich (Grus grus),Grus grus,1,1,seen
AT1,700,3,2022,4,28,7:20 beginning,Möwe (Larinae),Larinae,8 or 10,1,seen
AT1,700,3,2022,4,28,7:20 beginning,Silberreiher (Ardea alba),Ardea alba,3,3.1,seen
AT1,800,3,2022,4,28,7:20 beginning,x,#VALUE!,,,
AT1,900,3,2022,4,28,7:20 beginning,x,#VALUE!,,,
AT1,1000,3,2022,4,28,7:20 beginning,Reiherente (Aythya fuligula),Aythya fuligula,1,1,seen
AT1,0,4,2022,5,18,11:30 beginning,Höckerschwan (Cygnus olor),Cygnus olor,1,1,seen
AT1,100,4,2022,5,18,11:30 beginning,Fischadler (Pandion haliaetus),Pandion haliaetus,1,1,seen
AT1,200,4,2022,5,18,11:30 beginning,x,#VALUE!,,,
AT1,300,4,2022,5,18,11:30 beginning,Fischadler (Pandion haliaetus),Pandion haliaetus,1,1,seen
AT1,400,4,2022,5,18,11:30 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,2,3,seen
AT1,400,4,2022,5,18,11:30 beginning,Reiherente (Aythya fuligula),Aythya fuligula,2,3,seen
AT1,500,4,2022,5,18,11:30 beginning,x,#VALUE!,,,
AT1,600,4,2022,5,18,11:30 beginning,enten (anas?),anas?,2,3,seen
AT1,700,4,2022,5,18,11:30 beginning,x,#VALUE!,,,
AT1,800,4,2022,5,18,11:30 beginning,x,#VALUE!,,,
AT1,900,4,2022,5,18,11:30 beginning,Graureiher (Ardea cinerea),Ardea cinerea,1,1,seen
AT1,1000,4,2022,5,18,11:30 beginning,Rohrsänger (Acrocephalus),Acrocephalus,1,1,seen
AT1,0,5,2022,6,22,16:00 beginning,x,#VALUE!,,,
AT1,100,5,2022,6,22,16:00 beginning,Graureiher (Ardea cinerea),Ardea cinerea,1,1,seen
AT1,100,5,2022,6,22,16:00 beginning,Kranich (Grus grus),Grus grus,1,1,acoustic
AT1,200,5,2022,6,22,16:00 beginning,Graureiher (Ardea cinerea),Ardea cinerea,1,1,seen
AT1,200,5,2022,6,22,16:00 beginning,Fischadler (Pandion haliaetus),Pandion haliaetus,1,1,seen
AT1,300,5,2022,6,22,16:00 beginning,x,#VALUE!,,,
AT1,400,5,2022,6,22,16:00 beginning,Graureiher (Ardea cinerea),Ardea cinerea,1,1,seen
AT1,500,5,2022,6,22,16:00 beginning,Rohrsänger (Acrocephalus),Acrocephalus,2,1,seen
AT1,600,5,2022,6,22,16:00 beginning,x,#VALUE!,,,
AT1,700,5,2022,6,22,16:00 beginning,Rohrsänger (Acrocephalus),Acrocephalus,many,,acoustic
AT1,800,5,2022,6,22,16:00 beginning,x,#VALUE!,,,
AT1,900,5,2022,6,22,16:00 beginning,Teichrohrsänger (Acrocephalus scirpaceus),Acrocephalus scirpaceus,2,1,acoustic
AT1,1000,5,2022,6,22,16:00 beginning,Teichrohrsänger (Acrocephalus scirpaceus),Acrocephalus scirpaceus,1,1,acoustic
AT1,1000,5,2022,6,22,16:00 beginning,Graugans (Anser anser) ,Anser anser,1,1,acoustic
AT1,1000,5,2022,6,22,16:00 beginning,Reiherente (Aythya fuligula),Aythya fuligula,3,1,seen
DS1,1,1,2022,4,28,6:00 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,2,2,acoustic
DS1,1,1,2022,4,28,6:00 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,3,2,"2 acoustic, 1 seen"
